,Iso3_code,Country,Region,Subregion,Indicator,Dimension,Category,Sex,Age,Year,Unit of measurement,VALUE,Source
87546,MAR,Morocco,Africa,Northern Africa,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2019,"Rate per 100,000 population",0.0936525393830964,CTS
87547,MDA,Republic of Moldova,Europe,Eastern Europe,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2019,"Rate per 100,000 population",0.353755646824512,CTS
87548,MEX,Mexico,Americas,Latin America and the Caribbean,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2019,"Rate per 100,000 population",20.6826843161464,CTS
87549,MLT,Malta,Europe,Southern Europe,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2019,"Rate per 100,000 population",0.595670074230419,CTS
87550,MNE,Montenegro,Europe,Southern Europe,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2019,"Rate per 100,000 population",2.06219582611565,CTS
87551,MNG,Mongolia,Asia,Eastern Asia,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2019,"Rate per 100,000 population",0,CTS
87552,OMN,Oman,Asia,Western Asia,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2019,"Rate per 100,000 population",0.0651781710483778,CTS
87553,PAN,Panama,Americas,Latin America and the Caribbean,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2019,"Rate per 100,000 population",8.62367963195553,PPR/CTS
87554,PER,Peru,Americas,Latin America and the Caribbean,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2019,"Rate per 100,000 population",2.28790001578377,CTS
87555,PRY,Paraguay,Americas,Latin America and the Caribbean,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2019,"Rate per 100,000 population",5.35985532678502,CTS
87556,SLV,El Salvador,Americas,Latin America and the Caribbean,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2019,"Rate per 100,000 population",27.9289712441465,CTS
87557,SRB,Serbia,Europe,Southern Europe,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2019,"Rate per 100,000 population",0.351301219717835,GSH 2023 Revision/CTS
87558,SUR,Suriname,Americas,Latin America and the Caribbean,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2019,"Rate per 100,000 population",1.66583236229189,CTS
87559,SVK,Slovakia,Europe,Eastern Europe,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2019,"Rate per 100,000 population",0.275031335236795,GSH 2023 Revision/CTS
87560,SVN,Slovenia,Europe,Southern Europe,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2019,"Rate per 100,000 population",0.283969630394595,CTS
87561,TTO,Trinidad and Tobago,Americas,Latin America and the Caribbean,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2019,"Rate per 100,000 population",28.4876854906889,NGO
87562,URY,Uruguay,Americas,Latin America and the Caribbean,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2019,"Rate per 100,000 population",7.17533993172927,CTS
87563,USA,United States of America,Americas,Northern America,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2019,"Rate per 100,000 population",3.15237209000484,CTS/NSO
87564,UZB,Uzbekistan,Asia,Central Asia,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2019,"Rate per 100,000 population",0.012129685257714,CTS
87565,VCT,Saint Vincent and the Grenadines,Americas,Latin America and the Caribbean,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2019,"Rate per 100,000 population",9.53075335839922,CTS
87566,ARG,Argentina,Americas,Latin America and the Caribbean,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2020,"Rate per 100,000 population",2.68451714396153,CTS
87567,ATG,Antigua and Barbuda,Americas,Latin America and the Caribbean,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2020,"Rate per 100,000 population",3.23750323750324,CTS
87568,AZE,Azerbaijan,Asia,Western Asia,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2020,"Rate per 100,000 population",0.175012987422108,CTS
87569,BHS,Bahamas,Americas,Latin America and the Caribbean,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2020,"Rate per 100,000 population",14.2691431010538,CTS
87570,BLZ,Belize,Americas,Latin America and the Caribbean,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2020,"Rate per 100,000 population",20.0040261267774,CTS/MoI
87571,BOL,Bolivia (Plurinational State of),Americas,Latin America and the Caribbean,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2020,"Rate per 100,000 population",0.192691754686305,CTS
87572,BRA,Brazil,Americas,Latin America and the Caribbean,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2020,"Rate per 100,000 population",15.9491507882801,DATASUS
87573,BRB,Barbados,Americas,Latin America and the Caribbean,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2020,"Rate per 100,000 population",9.2627888832283,CTS
87574,BTN,Bhutan,Asia,Southern Asia,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2020,"Rate per 100,000 population",0,CTS
87575,CAN,Canada,Americas,Northern America,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2020,"Rate per 100,000 population",0.736367210227956,CTS
87576,CHE,Switzerland,Europe,Western Europe,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2020,"Rate per 100,000 population",0.104183391477312,GSH 2023 Revision/CTS
87577,CHL,Chile,Americas,Latin America and the Caribbean,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2020,"Rate per 100,000 population",2.61653760573338,CTS
87578,COL,Colombia,Americas,Latin America and the Caribbean,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2020,"Rate per 100,000 population",16.3437888095036,GSH 2023 Revision/CTS
87579,CRI,Costa Rica,Americas,Latin America and the Caribbean,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2020,"Rate per 100,000 population",7.90536208022283,CTS
87580,CZE,Czechia,Europe,Eastern Europe,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2020,"Rate per 100,000 population",0.047479079293291,CTS
87581,DEU,Germany,Europe,Western Europe,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2020,"Rate per 100,000 population",0.0648033791074002,WHO
87582,DMA,Dominica,Americas,Latin America and the Caribbean,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2020,"Rate per 100,000 population",9.72296494871136,CTS
87583,DOM,Dominican Republic,Americas,Latin America and the Caribbean,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2020,"Rate per 100,000 population",4.40922559089078,CTS/NGO
87584,ECU,Ecuador,Americas,Latin America and the Caribbean,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2020,"Rate per 100,000 population",4.58820021791393,CTS
87585,ESP,Spain,Europe,Southern Europe,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2020,"Rate per 100,000 population",0.0781187204820761,CTS
87586,GBR_NI,United Kingdom (Northern Ireland),Europe,Northern Europe,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2020,"Rate per 100,000 population",0.158268750890262,GSH 2023 Revision/CTS
87587,GRC,Greece,Europe,Southern Europe,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2020,"Rate per 100,000 population",0.256843646525305,CTS
87588,GRD,Grenada,Americas,Latin America and the Caribbean,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2020,"Rate per 100,000 population",1.61729862610482,CTS
87589,GTM,Guatemala,Americas,Latin America and the Caribbean,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2020,"Rate per 100,000 population",3.55359088631222,CTS
87590,GUY,Guyana,Americas,Latin America and the Caribbean,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2020,"Rate per 100,000 population",3.38684549210865,CTS
87591,HND,Honduras,Americas,Latin America and the Caribbean,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2020,"Rate per 100,000 population",26.9617061770761,CTS
87592,HRV,Croatia,Europe,Southern Europe,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2020,"Rate per 100,000 population",0.292906535965261,CTS
87593,HUN,Hungary,Europe,Eastern Europe,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2020,"Rate per 100,000 population",0.0717906527134354,CTS
87594,ISL,Iceland,Europe,Northern Europe,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2020,"Rate per 100,000 population",0,CTS
87595,JAM,Jamaica,Americas,Latin America and the Caribbean,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2020,"Rate per 100,000 population",39.6392614475209,CTS
87596,JOR,Jordan,Asia,Western Asia,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2020,"Rate per 100,000 population",0.311106853217316,CTS
87597,KAZ,Kazakhstan,Asia,Central Asia,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2020,"Rate per 100,000 population",0.368823983127251,WHO/CTS
87598,KNA,Saint Kitts and Nevis,Americas,Latin America and the Caribbean,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2020,"Rate per 100,000 population",12.5937975547043,CTS
87599,LCA,Saint Lucia,Americas,Latin America and the Caribbean,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2020,"Rate per 100,000 population",22.3168830009513,CTS
87600,LTU,Lithuania,Europe,Northern Europe,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2020,"Rate per 100,000 population",0.106372907246016,WHO
87601,MDA,Republic of Moldova,Europe,Eastern Europe,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2020,"Rate per 100,000 population",0.226915629851335,CTS
87602,MEX,Mexico,Americas,Latin America and the Caribbean,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2020,"Rate per 100,000 population",20.3486869211936,CTS
87603,MLT,Malta,Europe,Southern Europe,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2020,"Rate per 100,000 population",0.776159485251029,CTS
87604,MNE,Montenegro,Europe,Southern Europe,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2020,"Rate per 100,000 population",2.06661659095696,CTS
87605,MNG,Mongolia,Asia,Eastern Asia,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2020,"Rate per 100,000 population",0,CTS
87606,PAN,Panama,Americas,Latin America and the Caribbean,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2020,"Rate per 100,000 population",9.36103485541742,PPR/CTS
87607,PER,Peru,Americas,Latin America and the Caribbean,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2020,"Rate per 100,000 population",2.93651753521329,CTS
87608,PRY,Paraguay,Americas,Latin America and the Caribbean,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2020,"Rate per 100,000 population",4.35131094573779,CTS
87609,SLV,El Salvador,Americas,Latin America and the Caribbean,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2020,"Rate per 100,000 population",14.7153914572226,CTS
87610,SRB,Serbia,Europe,Southern Europe,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2020,"Rate per 100,000 population",0.285403448353188,GSH 2023 Revision/CTS
87611,SUR,Suriname,Americas,Latin America and the Caribbean,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2020,"Rate per 100,000 population",2.14145108019734,CTS
87612,SVK,Slovakia,Europe,Eastern Europe,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2020,"Rate per 100,000 population",0.0549784750107254,GSH 2023 Revision/CTS
87613,SVN,Slovenia,Europe,Southern Europe,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2020,"Rate per 100,000 population",0,CTS
87614,TJK,Tajikistan,Asia,Central Asia,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2020,"Rate per 100,000 population",0.062871946506033,CTS
87615,TTO,Trinidad and Tobago,Americas,Latin America and the Caribbean,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2020,"Rate per 100,000 population",20.551369531409,NGO
87616,UGA,Uganda,Africa,Sub-Saharan Africa,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2020,"Rate per 100,000 population",0.56075257589803,NP
87617,URY,Uruguay,Americas,Latin America and the Caribbean,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2020,"Rate per 100,000 population",6.38653962410403,CTS
87618,USA,United States of America,Americas,Northern America,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2020,"Rate per 100,000 population",4.05546190645454,CTS/NSO
87619,VCT,Saint Vincent and the Grenadines,Americas,Latin America and the Caribbean,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2020,"Rate per 100,000 population",17.2030678804387,CTS
87620,ARE,United Arab Emirates,Asia,Western Asia,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2021,"Rate per 100,000 population",0.0427115650638618,CTS
87621,ARG,Argentina,Americas,Latin America and the Caribbean,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2021,"Rate per 100,000 population",2.41845820307893,CTS
87622,ATG,Antigua and Barbuda,Americas,Latin America and the Caribbean,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2021,"Rate per 100,000 population",4.29094770943848,CTS
87623,AZE,Azerbaijan,Asia,Western Asia,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2021,"Rate per 100,000 population",0.164840620452338,CTS
87624,BHS,Bahamas,Americas,Latin America and the Caribbean,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2021,"Rate per 100,000 population",25.4961014254527,CTS
87625,BLZ,Belize,Americas,Latin America and the Caribbean,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2021,"Rate per 100,000 population",22.7482370116316,CTS/MoI
87626,BOL,Bolivia (Plurinational State of),Americas,Latin America and the Caribbean,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2021,"Rate per 100,000 population",0.306304778884375,CTS
87627,BRB,Barbados,Americas,Latin America and the Caribbean,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2021,"Rate per 100,000 population",6.04552995293377,CTS
87628,CAN,Canada,Americas,Northern America,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2021,"Rate per 100,000 population",0.781024521758767,CTS
87629,CHE,Switzerland,Europe,Western Europe,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2021,"Rate per 100,000 population",0.0920449358774707,GSH 2023 Revision/CTS
87630,CHL,Chile,Americas,Latin America and the Caribbean,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2021,"Rate per 100,000 population",2.22128913258659,CTS
87631,COL,Colombia,Americas,Latin America and the Caribbean,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2021,"Rate per 100,000 population",18.2523826027055,GSH 2023 Revision/CTS
87632,CRI,Costa Rica,Americas,Latin America and the Caribbean,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2021,"Rate per 100,000 population",8.30429900753925,CTS
87633,CZE,Czechia,Europe,Eastern Europe,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2021,"Rate per 100,000 population",0.0761125441940352,CTS
87634,DMA,Dominica,Americas,Latin America and the Caribbean,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2021,"Rate per 100,000 population",1.38097704125669,CTS
87635,DOM,Dominican Republic,Americas,Latin America and the Caribbean,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2021,"Rate per 100,000 population",6.11627726667886,CTS/NGO
87636,ECU,Ecuador,Americas,Latin America and the Caribbean,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2021,"Rate per 100,000 population",10.2541126436468,CTS
87637,ESP,Spain,Europe,Southern Europe,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2021,"Rate per 100,000 population",0.0821278526398893,CTS
87638,GBR_E_W,United Kingdom (England and Wales),Europe,Northern Europe,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2021,"Rate per 100,000 population",0.0486597216603516,CTS
87639,GBR_NI,United Kingdom (Northern Ireland),Europe,Northern Europe,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2021,"Rate per 100,000 population",0.210176096042069,GSH 2023 Revision/CTS
87640,GRC,Greece,Europe,Southern Europe,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2021,"Rate per 100,000 population",0.268061479900415,CTS
87641,GRD,Grenada,Americas,Latin America and the Caribbean,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2021,"Rate per 100,000 population",0,CTS
87642,GTM,Guatemala,Americas,Latin America and the Caribbean,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2021,"Rate per 100,000 population",3.43584376712953,CTS
87643,GUY,Guyana,Americas,Latin America and the Caribbean,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2021,"Rate per 100,000 population",2.98297096450637,CTS
87644,HND,Honduras,Americas,Latin America and the Caribbean,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2021,"Rate per 100,000 population",28.7205743025191,CTS
87645,HRV,Croatia,Europe,Southern Europe,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2021,"Rate per 100,000 population",0.1724080178595,CTS
87646,HUN,Hungary,Europe,Eastern Europe,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2021,"Rate per 100,000 population",0.0205977763052656,CTS
87647,ISL,Iceland,Europe,Northern Europe,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2021,"Rate per 100,000 population",0.270025787462703,CTS
87648,JAM,Jamaica,Americas,Latin America and the Caribbean,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2021,"Rate per 100,000 population",44.2056162351314,CTS
87649,JOR,Jordan,Asia,Western Asia,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2021,"Rate per 100,000 population",0.242189870040916,CTS
87650,KEN,Kenya,Africa,Sub-Saharan Africa,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2021,"Rate per 100,000 population",0.0603709637247104,CTS
87651,KNA,Saint Kitts and Nevis,Americas,Latin America and the Caribbean,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2021,"Rate per 100,000 population",25.2066419501539,CTS
87652,KOR,Republic of Korea,Asia,Eastern Asia,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2021,"Rate per 100,000 population",0,NP
87653,LCA,Saint Lucia,Americas,Latin America and the Caribbean,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2021,"Rate per 100,000 population",26.1617631915125,CTS
87654,MEX,Mexico,Americas,Latin America and the Caribbean,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2021,"Rate per 100,000 population",19.3362324422866,CTS
87655,MLT,Malta,Europe,Southern Europe,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2021,"Rate per 100,000 population",0,CTS
87656,MNE,Montenegro,Europe,Southern Europe,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2021,"Rate per 100,000 population",1.11490088929273,CTS
87657,NIC,Nicaragua,Americas,Latin America and the Caribbean,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2021,"Rate per 100,000 population",1.99984234819445,MoH
87658,PAN,Panama,Americas,Latin America and the Caribbean,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2021,"Rate per 100,000 population",10.2269063240661,PPR/CTS
87659,PRY,Paraguay,Americas,Latin America and the Caribbean,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2021,"Rate per 100,000 population",4.80324663672046,CTS
87660,SLV,El Salvador,Americas,Latin America and the Caribbean,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2021,"Rate per 100,000 population",11.1812039210867,CTS
87661,SRB,Serbia,Europe,Southern Europe,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2021,"Rate per 100,000 population",0.164456350475121,GSH 2023 Revision/CTS
87662,SUR,Suriname,Americas,Latin America and the Caribbean,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2021,"Rate per 100,000 population",2.6101801921582,CTS
87663,SVK,Slovakia,Europe,Eastern Europe,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2021,"Rate per 100,000 population",0.0550699002243548,GSH 2023 Revision/CTS
87664,SVN,Slovenia,Europe,Southern Europe,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2021,"Rate per 100,000 population",0,CTS
87665,SWZ,Eswatini,Africa,Sub-Saharan Africa,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2021,"Rate per 100,000 population",1.42585033100696,CTS
87666,UGA,Uganda,Africa,Sub-Saharan Africa,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2021,"Rate per 100,000 population",0.66079615075556,NP
87667,URY,Uruguay,Americas,Latin America and the Caribbean,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2021,"Rate per 100,000 population",5.37028713524368,CTS
87668,VAT,Holy See,Europe,Southern Europe,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2021,"Rate per 100,000 population",0,CTS
87669,VCT,Saint Vincent and the Grenadines,Americas,Latin America and the Caribbean,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2021,"Rate per 100,000 population",20.1280527546678,CTS
87670,ARG,Argentina,Americas,Latin America and the Caribbean,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2022,"Rate per 100,000 population",2.30497180881048,CTS
87671,ATG,Antigua and Barbuda,Americas,Latin America and the Caribbean,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2022,"Rate per 100,000 population",8.53215020850442,CTS
87672,BHS,Bahamas,Americas,Latin America and the Caribbean,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2022,"Rate per 100,000 population",28.5376990321573,CTS
87673,BLZ,Belize,Americas,Latin America and the Caribbean,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2022,"Rate per 100,000 population",22.454027845462,CTS/MoI
87674,BOL,Bolivia (Plurinational State of),Americas,Latin America and the Caribbean,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2022,"Rate per 100,000 population",0.384486068924445,CTS
87675,BRB,Barbados,Americas,Latin America and the Caribbean,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2022,"Rate per 100,000 population",11.717293660234,CTS
87676,CAN,Canada,Americas,Northern America,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2022,"Rate per 100,000 population",0.889366754487733,CTS
87677,CHE,Switzerland,Europe,Western Europe,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2022,"Rate per 100,000 population",0.137292356751443,GSH 2023 Revision/CTS
87678,CHL,Chile,Americas,Latin America and the Caribbean,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2022,"Rate per 100,000 population",3.63706239010703,CTS
87679,COL,Colombia,Americas,Latin America and the Caribbean,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2022,"Rate per 100,000 population",18.1266061025071,GSH 2023 Revision/CTS
87680,CZE,Czechia,Europe,Eastern Europe,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2022,"Rate per 100,000 population",0.0952926752522826,CTS
87681,DOM,Dominican Republic,Americas,Latin America and the Caribbean,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2022,"Rate per 100,000 population",6.72376912945714,CTS/NGO
87682,ECU,Ecuador,Americas,Latin America and the Caribbean,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2022,"Rate per 100,000 population",22.5654130326093,CTS
87683,ESP,Spain,Europe,Southern Europe,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2022,"Rate per 100,000 population",0.105133391196649,CTS
87684,GBR_NI,United Kingdom (Northern Ireland),Europe,Northern Europe,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2022,"Rate per 100,000 population",0.157023422137057,GSH 2023 Revision/CTS
87685,GRC,Greece,Europe,Southern Europe,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2022,"Rate per 100,000 population",0.31776689602696,CTS
87686,HRV,Croatia,Europe,Southern Europe,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2022,"Rate per 100,000 population",0.223305252697807,CTS
87687,HUN,Hungary,Europe,Eastern Europe,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2022,"Rate per 100,000 population",0.040131198922076,CTS
87688,ITA,Italy,Europe,Southern Europe,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2022,"Rate per 100,000 population",0.201566889531893,CTS
87689,JAM,Jamaica,Americas,Latin America and the Caribbean,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2022,"Rate per 100,000 population",44.7057467044543,CTS
87690,JOR,Jordan,Asia,Western Asia,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2022,"Rate per 100,000 population",0.425310644014681,CTS
87691,KEN,Kenya,Africa,Sub-Saharan Africa,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2022,"Rate per 100,000 population",0.0832909367041262,CTS
87692,LCA,Saint Lucia,Americas,Latin America and the Caribbean,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2022,"Rate per 100,000 population",30.5797645358131,CTS
87693,MEX,Mexico,Americas,Latin America and the Caribbean,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2022,"Rate per 100,000 population",17.5013944940942,CTS
87694,MKD,North Macedonia,Europe,Southern Europe,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2022,"Rate per 100,000 population",0.0955293003887804,CTS
87695,MNE,Montenegro,Europe,Southern Europe,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2022,"Rate per 100,000 population",2.07309245593682,CTS
87696,MUS,Mauritius,Africa,Sub-Saharan Africa,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2022,"Rate per 100,000 population",0,CTS
87697,SLV,El Salvador,Americas,Latin America and the Caribbean,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2022,"Rate per 100,000 population",4.78190111975395,CTS
87698,SRB,Serbia,Europe,Southern Europe,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2022,"Rate per 100,000 population",0.235412540744545,GSH 2023 Revision/CTS
87699,SUR,Suriname,Americas,Latin America and the Caribbean,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2022,"Rate per 100,000 population",3.39783557873635,CTS
87700,SVK,Slovakia,Europe,Eastern Europe,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2022,"Rate per 100,000 population",0.0708785915289806,GSH 2023 Revision/CTS
87701,SVN,Slovenia,Europe,Southern Europe,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2022,"Rate per 100,000 population",0.141519847686905,CTS
87702,URY,Uruguay,Americas,Latin America and the Caribbean,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2022,"Rate per 100,000 population",6.80730520260717,CTS
87703,VAT,Holy See,Europe,Southern Europe,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2022,"Rate per 100,000 population",0,CTS
